destinationStopName,destinationStopCategory,stage,observationDateTime,travelDistance,originStopName,fareForChild,fareForAdult,id,originDestinationCode,originStopCategory
BHESTAN RAILWAY STATION,CBS,6,2020-12-23T08:30:12+05:30,10.02903,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4501,HMC Cabin
GOVERDHAN NATHJI HAVELI BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.03149,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4017,HMC Cabin
G.N. PANDYA COLLEGE,CBS,6,2020-12-23T08:30:12+05:30,10.04063,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4522,HMC Cabin
RAJ HARMONY,CBS,6,2020-12-23T08:30:12+05:30,10.08027,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4715,HMC Cabin
SAGWADI BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.08365,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4035,HMC Cabin
PRABHUDARSHAN SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.09735,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4718,HMC Cabin
BHESTAN EWS HOUSING,CBS,6,2020-12-23T08:30:12+05:30,10.15583,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4538,HMC Cabin
UNN INDUSTRIAL ESTATE BRTS,BRT_Transfer,6,2020-12-23T08:30:12+05:30,10.18326,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4028,HMC Cabin
NAVAPARA VARIAV,CBS,6,2020-12-23T08:30:12+05:30,10.1929,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4795,HMC Cabin
VESU GAAM,CBS,6,2020-12-23T08:30:12+05:30,10.20142,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4682,HMC Cabin
BHATHA GAAM,CBS,6,2020-12-23T08:30:12+05:30,10.20363,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4992,HMC Cabin
SWAPNA SRUSTI RESIDENCY,CBS,6,2020-12-23T08:30:12+05:30,10.20956,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4527,HMC Cabin
VAISHNODEVI HEIGHTS,CBS,6,2020-12-23T08:30:12+05:30,10.24454,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 5706,HMC Cabin
GOKULDHAM,CBS,6,2020-12-23T08:30:12+05:30,10.28407,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4376,HMC Cabin
SRIDHAR SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.28602,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 5716,HMC Cabin
PRIYANKA GREEN PARK SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.30147,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4524,HMC Cabin
PATEL NAGAR SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.3553,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4789,HMC Cabin
D.I.E.T.,CBS,6,2020-12-23T08:30:12+05:30,10.36206,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4526,HMC Cabin
PRIYANKA GOLD SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.3787,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4525,HMC Cabin
MAHARANA PRATAP JUNCTION BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.38387,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4008,HMC Cabin
MAULANA AZAD ENGLISH SCHOOL,CBS,6,2020-12-23T08:30:12+05:30,10.43043,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4530,HMC Cabin
SNS SQUARE,CBS,6,2020-12-23T08:30:12+05:30,10.43124,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4673,HMC Cabin
BALAJI FARM VIP ROAD,CBS,6,2020-12-23T08:30:12+05:30,10.43495,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4659,HMC Cabin
SASHANK PARK SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.45487,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 5707,HMC Cabin
ANAND VILLA,CBS,6,2020-12-23T08:30:12+05:30,10.48239,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4716,HMC Cabin
LADVI GAM,CBS,6,2020-12-23T08:30:12+05:30,10.51142,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6882,HMC Cabin
SARSANA GAM,CBS,6,2020-12-23T08:30:12+05:30,10.52136,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4654,HMC Cabin
NOORANI PARK SOCIETY,CBS,6,2020-12-23T08:30:12+05:30,10.52489,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7819,HMC Cabin
SWAYAM RESIDENCY,CBS,6,2020-12-23T08:30:12+05:30,10.54169,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 5717,HMC Cabin
RESHMA NAGAR,CBS,6,2020-12-23T08:30:12+05:30,10.5822,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4528,HMC Cabin
VALAK GAM BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.58711,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4036,HMC Cabin
SHREE KARAMSHIRAM BAPA ASHRAM,CBS,6,2020-12-23T08:30:12+05:30,10.58798,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4379,HMC Cabin
RUNDHNATH MAHADEV MANDIR BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.61718,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4016,HMC Cabin
UNN CHAR RASTA BRTS,BRT,6,2020-12-23T08:30:12+05:30,10.61844,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4029,HMC Cabin
ASHARAM BAPU ASHRAM,CBS,6,2020-12-23T08:30:12+05:30,10.6843,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4793,HMC Cabin
VIVEKANAND COLLEGE,CBS,6,2020-12-23T08:30:12+05:30,10.79195,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4790,HMC Cabin
UNN GAM,CBS,6,2020-12-23T08:30:12+05:30,10.8073,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4529,HMC Cabin
VAISHNODEVI TOWNSHIP,CBS,6,2020-12-23T08:30:12+05:30,10.81021,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 5708,HMC Cabin
"RATNA JYOTI TOWER, VIP ROAD",CBS,6,2020-12-23T08:30:12+05:30,10.84266,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4660,HMC Cabin
SAI PUJAN RESIDENCY,CBS,6,2020-12-23T08:30:12+05:30,10.85616,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 5718,HMC Cabin
SHRI KAILAS MANAS SCHOOL,CBS,6,2020-12-23T08:30:12+05:30,10.88217,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4504,HMC Cabin
SOUTH GUJARAT MEDICAL COLLEGE,CBS,6,2020-12-23T08:30:12+05:30,10.89149,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4717,HMC Cabin
VARIAV GAAM APPROACH,CBS,6,2020-12-23T08:30:12+05:30,10.90113,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4794,HMC Cabin
NOORANI MASJID,CBS,6,2020-12-23T08:30:12+05:30,10.95026,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7820,HMC Cabin
RATNA JYOTI TOWER VESU ABHVA ROAD,CBS,6,2020-12-23T08:30:12+05:30,11.0021,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4676,HMC Cabin
JOLLY RESIDENCY,CBS,6,2020-12-23T08:30:12+05:30,11.01086,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4674,HMC Cabin
'Y' JUNCTION UDHANA MAGDALLA ROAD BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.02118,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4007,HMC Cabin
VAISHNODEVI SKY,CBS,6,2020-12-23T08:30:12+05:30,11.0452,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 5709,HMC Cabin
MAGDALLA 'T' JUNCTION BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.11871,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4015,HMC Cabin
GREEN PARK BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.15802,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4030,HMC Cabin
"RAGHUVIR ROW HOUSE, VALAK PATIYA BRTS",BRT,6,2020-12-23T08:30:12+05:30,11.19025,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6001,HMC Cabin
LOTUS CRICKET ACADEMY,CBS,6,2020-12-23T08:30:12+05:30,11.20243,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4710,HMC Cabin
BHARTHANA GAAM,CBS,6,2020-12-23T08:30:12+05:30,11.30845,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7818,HMC Cabin
VARIYAV JAKATNAKA,CBS,6,2020-12-23T08:30:12+05:30,11.32575,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4705,HMC Cabin
SOMESHWARA ENCLAVE VESU ABHVA ROAD,CBS,6,2020-12-23T08:30:12+05:30,11.32856,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4675,HMC Cabin
JIAV GAAM,CBS,6,2020-12-23T08:30:12+05:30,11.33065,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4505,HMC Cabin
VARIAV GAAM,CBS,6,2020-12-23T08:30:12+05:30,11.3392,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4709,HMC Cabin
"SHRI SARJAN PALACE, VIP ROAD",CBS,6,2020-12-23T08:30:12+05:30,11.3857,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4661,HMC Cabin
'Y' JUNCTION DUMAS ROAD BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.38766,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4006,HMC Cabin
VRUDHASHRAM BHATHA,CBS,6,2020-12-23T08:30:12+05:30,11.39961,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7837,HMC Cabin
KHAJOD GAM,CBS,6,2020-12-23T08:30:12+05:30,11.40947,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6655,HMC Cabin
JILANI NAGAR,CBS,6,2020-12-23T08:30:12+05:30,11.41845,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7821,HMC Cabin
VARELI,CBS,6,2020-12-23T08:30:12+05:30,11.45174,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6883,HMC Cabin
AGAM SHOPPING VESU ABHVA ROAD,CBS,6,2020-12-23T08:30:12+05:30,11.49358,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4677,HMC Cabin
"KAVI SHREE AMRUT GHAYAL SCHOOL, VARIAV",CBS,6,2020-12-23T08:30:12+05:30,11.60045,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 5703,HMC Cabin
CJ PATEL COLLEGE,CBS,6,2020-12-23T08:30:12+05:30,11.65379,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4706,HMC Cabin
SACHIN GIDC JUNCTION BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.66296,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4031,HMC Cabin
GODHPUR TOWNSHIP,CBS,6,2020-12-23T08:30:12+05:30,11.6708,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6945,HMC Cabin
MAGDALLA GAM BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.73302,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4005,HMC Cabin
"VASTUGRAM, VIP ROAD",CBS,6,2020-12-23T08:30:12+05:30,11.74872,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4662,HMC Cabin
PP SAVANI SANKUL,CBS,6,2020-12-23T08:30:12+05:30,11.76968,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6829,HMC Cabin
SANTRO BAKERY,CBS,6,2020-12-23T08:30:12+05:30,11.79169,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7822,HMC Cabin
LASKANA GAM BRTS,BRT,6,2020-12-23T08:30:12+05:30,11.84032,SAHARA DARWAJA,8.0,15.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6002,HMC Cabin
KHADSAD GAAM,CBS,7,2020-12-23T08:30:12+05:30,12.03938,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6871,HMC Cabin
SACHIN GIDC JUNCTION,CBS,7,2020-12-23T08:30:12+05:30,12.08562,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6896,HMC Cabin
"NANDINI FLAT, VIP ROAD",CBS,7,2020-12-23T08:30:12+05:30,12.1105,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4663,HMC Cabin
COLOURTEX INDUSTRIES,CBS,7,2020-12-23T08:30:12+05:30,12.19209,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7823,HMC Cabin
ONGC COLONY BRTS,BRT,7,2020-12-23T08:30:12+05:30,12.27784,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4001,HMC Cabin
SAROLI GAAM,CBS,7,2020-12-23T08:30:12+05:30,12.31201,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6801,HMC Cabin
BHESAN GAAM LAKE,CBS,7,2020-12-23T08:30:12+05:30,12.31881,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7838,HMC Cabin
BHESTAN JIAV ROAD,CBS,7,2020-12-23T08:30:12+05:30,12.31924,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4506,HMC Cabin
WEAL PARK INDUSTRIES,CBS,7,2020-12-23T08:30:12+05:30,12.36504,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4953,HMC Cabin
DGVCL LASKANA BRTS,BRT,7,2020-12-23T08:30:12+05:30,12.36798,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6003,HMC Cabin
NALANDA SCHOOL VESU ABHVA ROAD,CBS,7,2020-12-23T08:30:12+05:30,12.36806,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4678,HMC Cabin
GWSSB VARIAV,CBS,7,2020-12-23T08:30:12+05:30,12.44122,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4707,HMC Cabin
VASVARI LAKE,CBS,7,2020-12-23T08:30:12+05:30,12.46836,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6817,HMC Cabin
SAI PETROLEUM,CBS,7,2020-12-23T08:30:12+05:30,12.48013,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6897,HMC Cabin
KADODARA,CBS,7,2020-12-23T08:30:12+05:30,12.50096,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6884,HMC Cabin
"GAIL INDIA LTD, VIP ROAD",CBS,7,2020-12-23T08:30:12+05:30,12.55009,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4664,HMC Cabin
S K PARK SOCIETY KATHODARA,CBS,7,2020-12-23T08:30:12+05:30,12.77983,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6828,HMC Cabin
GABHENI ROAD,CBS,7,2020-12-23T08:30:12+05:30,12.80771,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7824,HMC Cabin
VASVARI GAAM,CBS,7,2020-12-23T08:30:12+05:30,12.81361,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6818,HMC Cabin
DIPLI GAAM,CBS,7,2020-12-23T08:30:12+05:30,12.82463,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6501,HMC Cabin
ICCHAPOR GAAM FAATA,CBS,7,2020-12-23T08:30:12+05:30,12.83792,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4954,HMC Cabin
PALSANA CHOKDI,CBS,7,2020-12-23T08:30:12+05:30,12.89749,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6898,HMC Cabin
BHESAN GAAM,CBS,7,2020-12-23T08:30:12+05:30,12.9044,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7839,HMC Cabin
BHARTHANA FAATA,CBS,7,2020-12-23T08:30:12+05:30,12.92406,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6830,HMC Cabin
DIAMOND NAGAR BRTS,BRT,7,2020-12-23T08:30:12+05:30,12.93219,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6004,HMC Cabin
BUDIYA RWSS,CBS,7,2020-12-23T08:30:12+05:30,13.02551,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6502,HMC Cabin
KATHODARA GAAM,CBS,7,2020-12-23T08:30:12+05:30,13.12815,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6872,HMC Cabin
PALIWAL BRTS,BRT Cabin,7,2020-12-23T08:30:12+05:30,13.16474,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4061,HMC Cabin
GOTHAN VASVAARI FAATA,CBS,7,2020-12-23T08:30:12+05:30,13.16595,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6819,HMC Cabin
PANCHVATI GARDEN ICCHAPOR,CBS,7,2020-12-23T08:30:12+05:30,13.17359,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4955,HMC Cabin
KAKRAPAR CANAL ROAD,CBS,7,2020-12-23T08:30:12+05:30,13.30565,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7904,HMC Cabin
YOGESHWAR PARK SACHIN,CBS,7,2020-12-23T08:30:12+05:30,13.33836,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6899,HMC Cabin
SHUKAN VALLEY RESIDENCY,CBS,7,2020-12-23T08:30:12+05:30,13.3995,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6946,HMC Cabin
MAGDALLA PORT,CBS,7,2020-12-23T08:30:12+05:30,13.40527,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6688,HMC Cabin
ICCHAPOR LAKE,CBS,7,2020-12-23T08:30:12+05:30,13.54647,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4956,HMC Cabin
CHAMUNDA NAGAR SOCIETY,CBS,7,2020-12-23T08:30:12+05:30,13.599,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6831,HMC Cabin
ABHVA GAAM,CBS,7,2020-12-23T08:30:12+05:30,13.60078,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6679,HMC Cabin
DIAMOND VIDHYA SANKUL BRTS,BRT,7,2020-12-23T08:30:12+05:30,13.61029,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6005,HMC Cabin
ABG SHIPYARD,CBS,7,2020-12-23T08:30:12+05:30,13.75757,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6110,HMC Cabin
PARDI KANDE,CBS,7,2020-12-23T08:30:12+05:30,13.78423,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6900,HMC Cabin
GAVIYAR VANTA,CBS,7,2020-12-23T08:30:12+05:30,13.85915,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6689,HMC Cabin
HOTEL EXCELLENCY ICCHAPOR,CBS,7,2020-12-23T08:30:12+05:30,13.9905,SAHARA DARWAJA,9.0,17.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4957,HMC Cabin
ABRAMA GAAM,CBS,8,2020-12-23T08:30:12+05:30,14.01339,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6832,HMC Cabin
BUDIYA LAKE,CBS,8,2020-12-23T08:30:12+05:30,14.1434,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6503,HMC Cabin
GOTHAN BRIDGE,CBS,8,2020-12-23T08:30:12+05:30,14.15693,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 7903,HMC Cabin
SACHIN PRIMARY SCHOOL,CBS,8,2020-12-23T08:30:12+05:30,14.23218,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6901,HMC Cabin
TALAD,CBS,8,2020-12-23T08:30:12+05:30,14.23589,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6802,HMC Cabin
ICCHAPOR TOWN,CBS,8,2020-12-23T08:30:12+05:30,14.28284,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4958,HMC Cabin
PASODARA GAM CHAR RASTA BRTS,BRT,8,2020-12-23T08:30:12+05:30,14.28878,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6006,HMC Cabin
GAVIYAR GAM,CBS,8,2020-12-23T08:30:12+05:30,14.30847,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6111,HMC Cabin
SACHIN GIDC NAKA,BRT Cabin,8,2020-12-23T08:30:12+05:30,14.32899,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 4062,HMC Cabin
BUDIYA GAAM,CBS,8,2020-12-23T08:30:12+05:30,14.43587,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6504,HMC Cabin
CHEHAR MATA TEMPLE,CBS,8,2020-12-23T08:30:12+05:30,14.4384,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6947,HMC Cabin
SURAT AIRPORT,CBS,8,2020-12-23T08:30:12+05:30,14.46223,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6690,HMC Cabin
VELANJA ABRAMA ROAD,CBS,8,2020-12-23T08:30:12+05:30,14.46841,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6833,HMC Cabin
SIDDHI VINAYAK RESIDENCY SACHIN,CBS,8,2020-12-23T08:30:12+05:30,14.59508,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6902,HMC Cabin
SHYAM NAGAR BRTS,BRT,8,2020-12-23T08:30:12+05:30,14.73617,SAHARA DARWAJA,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1003 - 6007,HMC Cabin
